covalent,vdw_clash,vdw,proximal,hbond,weak_hbond,xbond,ionic,metal_complex,aromatic,hydrophobic,carbonyl,ligand
0,25,49,6620,4,12,0,0,0,8,38,0,ZINC43113763_003
0,19,44,5686,2,11,0,4,0,5,32,0,ZINC53647319_006
0,22,37,6743,2,10,0,1,0,0,33,0,ZINC49038892_006
0,18,36,5984,1,8,0,1,0,7,17,0,ZINC35430267_009
0,17,34,5662,0,6,0,0,0,10,29,0,ZINC41600290_006
0,9,21,5996,1,6,0,0,0,0,26,0,ZINC14027592_007
0,21,44,6798,1,6,0,0,0,14,42,0,ZINC61949680_000
0,19,55,7020,3,10,0,3,0,3,45,0,ZINC42483873_003
0,32,40,5791,2,8,0,6,2,9,24,0,ZINC04523571_003
0,50,69,7846,7,17,0,0,1,0,18,0,ZINC01871634_003
0,36,57,9375,2,21,0,0,0,6,48,1,ZINC39210931_003
0,52,60,10429,2,18,0,0,1,7,41,0,ZINC14742466_001
1,25,45,8510,2,6,0,2,1,22,47,0,ZINC15828162_008
0,47,88,10928,2,22,0,0,2,29,65,2,ZINC13057701_000
0,34,51,7541,1,5,0,0,2,11,46,0,ZINC08558505_006
0,37,59,9656,2,23,0,0,0,16,49,0,ZINC14802350_003
0,32,62,8296,2,15,0,0,0,2,21,0,ZINC47008914_004
2,43,54,7589,0,15,0,0,3,0,42,0,ZINC44784411_009
0,19,51,6614,2,6,0,6,0,3,20,0,ZINC62835147_009
0,12,40,6430,1,9,0,0,0,3,41,0,ZINC66782939_004
0,29,46,6794,3,16,0,3,0,0,9,2,ZINC37365290_000
0,18,43,7412,0,5,0,0,0,4,17,0,ZINC11253690_006
0,17,69,9446,1,12,0,0,0,15,37,1,ZINC39792267_007
0,26,36,5505,3,9,0,0,0,0,10,0,ZINC37481640_003
0,19,37,6233,1,9,0,0,1,8,48,0,ZINC64945381_006
0,19,45,6992,0,6,0,0,2,29,31,0,ZINC19926765_002
0,15,47,7245,2,8,0,0,1,7,30,0,ZINC66778367_006
0,24,44,7829,0,11,0,0,0,10,36,0,ZINC67189853_008
0,33,51,6913,0,9,0,0,0,6,61,0,ZINC49458465_008
0,19,42,6330,1,8,0,0,0,9,18,0,ZINC37665346_001
0,27,60,7381,1,10,0,0,0,5,39,2,ZINC62230686_008
0,30,61,6944,0,9,0,0,0,11,42,0,ZINC25772124_005
0,19,46,5624,1,11,0,0,0,0,24,0,ZINC53550505_005
0,40,58,7556,1,9,0,0,2,9,31,0,ZINC45979960_004
0,21,44,7990,1,11,0,0,0,3,21,0,ZINC67419890_007
0,20,36,6628,1,9,0,0,0,5,17,0,ZINC43400011_004
0,21,37,5841,1,10,0,11,1,0,24,0,ZINC54525752_000
0,41,88,9984,2,12,0,0,1,39,60,3,ZINC60324373_000
0,26,46,7489,0,13,0,0,0,2,26,0,ZINC12403343_004
0,35,72,9534,4,15,0,0,0,10,40,0,ZINC10690872_003
0,27,56,7725,1,11,0,0,0,9,33,0,ZINC66891484_002
0,29,29,6999,2,11,0,0,0,0,21,0,ZINC56511314_005
0,31,56,8933,2,10,0,0,0,15,37,0,ZINC12877721_006
0,24,43,5546,2,13,0,0,0,0,12,0,ZINC67129278_005
0,17,58,7408,1,12,0,0,0,3,29,0,ZINC57898428_009
0,13,35,6082,4,9,0,0,0,2,22,0,ZINC51145020_003
0,21,41,6689,2,6,0,0,1,0,28,0,ZINC43418972_000
0,28,44,7725,1,12,0,0,1,5,23,0,ZINC27284862_005
0,16,47,6801,1,8,0,5,0,7,28,0,ZINC41802730_002
0,17,44,8650,1,12,0,0,0,9,33,0,ZINC14697644_001
0,21,45,7082,2,10,0,0,0,1,36,0,ZINC44749351_009
0,40,69,8865,1,15,0,0,3,6,12,0,ZINC63162464_001
1,45,61,10039,2,13,0,0,2,18,49,0,ZINC36500862_000
0,9,41,5598,2,6,0,0,0,0,26,0,ZINC29476536_006
0,26,48,8577,0,13,0,0,2,18,39,0,ZINC20115063_000
0,32,51,6855,0,14,0,1,1,11,42,0,ZINC45515109_005
0,29,42,8412,2,8,0,0,0,13,38,0,ZINC14012711_009
0,23,29,6706,1,6,0,16,1,0,12,1,ZINC48996361_007
0,20,39,6323,1,11,0,0,0,0,47,0,ZINC45091492_001
0,17,63,6319,0,13,0,0,1,0,16,0,ZINC49105828_004
0,27,42,7466,1,11,0,0,1,0,30,0,ZINC65919259_005
0,39,67,9268,1,13,0,0,1,1,35,2,ZINC65206589_003
0,35,43,7365,1,12,0,0,1,12,38,0,ZINC63034903_002
0,16,38,6062,0,4,0,0,0,4,17,0,ZINC32072032_008
0,19,47,7052,1,8,0,0,1,0,16,0,ZINC52687608_007
0,31,51,7423,0,8,0,0,0,4,42,0,ZINC67103711_001
0,26,50,9479,0,19,0,0,0,3,48,0,ZINC13007900_002
1,30,65,7109,2,8,0,3,1,22,55,0,ZINC50015747_004
0,15,30,6266,1,5,0,0,1,0,22,0,ZINC37820855_007
0,31,58,6742,2,13,0,0,0,2,42,0,ZINC48999951_007
0,10,29,5871,1,10,0,0,0,0,29,0,ZINC62527340_006
0,24,41,6915,1,8,0,0,0,10,33,0,ZINC50393294_007
0,21,44,6856,2,6,0,6,1,8,37,0,ZINC09888960_007
0,16,23,6518,0,4,0,0,1,4,14,0,ZINC29755231_009
0,28,57,8422,2,14,0,0,0,12,36,0,ZINC14156252_003
0,17,34,6305,0,5,0,0,2,0,29,0,ZINC48704019_009
1,14,43,6350,2,8,0,0,1,7,5,0,ZINC62811660_001
0,27,38,6145,0,12,0,0,0,0,2,0,ZINC50251519_003
0,21,41,6680,0,11,0,0,0,2,43,0,ZINC21513034_005
0,17,38,6225,1,6,0,0,0,0,30,0,ZINC58004772_003
0,16,33,5182,2,7,0,0,0,0,27,0,CHEMBL64503_003
0,22,56,9557,0,21,0,0,0,2,44,0,ZINC13007900_004
0,26,45,6467,1,16,0,0,0,0,16,0,ZINC59263410_005
1,46,51,6877,3,14,0,0,1,8,24,2,ZINC44730972_000
0,39,63,8153,5,12,0,0,0,8,57,0,ZINC21327563_005
0,28,39,5814,1,12,0,0,0,2,23,0,ZINC28219542_006
0,32,71,9135,1,14,0,0,1,9,63,0,ZINC39533963_005
0,22,42,5125,0,8,0,0,0,0,20,0,ZINC66646094_002
0,25,48,7378,0,9,0,5,0,8,35,0,ZINC38066370_007
0,27,49,6748,4,9,0,0,1,0,49,1,ZINC48397041_000
0,28,51,6980,2,8,0,3,1,2,38,2,ZINC41804865_009
0,39,75,9170,3,22,0,4,0,11,26,0,ZINC43137944_009
0,22,61,7253,1,13,0,0,0,12,31,1,ZINC41093829_001
0,56,86,10349,1,21,0,0,1,41,73,1,ZINC12357336_008
0,29,36,6297,4,8,0,0,1,6,29,1,ZINC60346674_005
0,32,55,6518,1,8,0,23,1,0,40,0,ZINC54527123_004
0,37,43,9289,2,17,0,0,0,34,54,0,CHEMBL334197_007
0,15,30,6149,1,14,0,0,1,0,24,0,ZINC62062266_008
0,19,47,6871,0,10,0,0,0,0,42,0,ZINC37741163_009
0,27,33,6144,0,3,0,0,0,6,31,0,ZINC61980669_004
0,24,49,6637,4,10,0,0,0,7,32,0,ZINC52906965_002
0,18,35,6559,0,13,0,0,1,0,25,0,ZINC38014751_004
0,18,45,6556,2,6,0,0,1,0,35,1,ZINC58157183_000
0,36,64,9908,1,23,0,0,0,6,47,0,ZINC25464922_002
0,18,50,6664,1,10,0,3,0,12,31,0,ZINC20190699_001
0,48,50,9577,0,21,0,3,1,0,44,1,ZINC39596471_008
1,23,52,7287,4,7,0,0,2,8,33,1,ZINC44559332_001
0,6,35,5632,1,5,0,1,0,0,24,0,ZINC14166830_004
0,42,56,8227,1,11,0,0,0,14,24,0,ZINC04124009_001
0,22,43,6333,2,3,0,0,1,4,35,0,ZINC53258318_000
0,21,34,6592,0,5,0,3,0,0,2,0,ZINC48837160_009
1,25,54,8305,1,9,0,0,1,0,20,0,ZINC52587937_004
0,58,73,9039,6,20,0,0,1,8,66,0,ZINC15909493_000
0,20,41,5911,1,11,0,0,0,0,36,0,ZINC42428882_001
0,19,54,6444,4,8,0,5,0,15,33,0,CHEMBL17889_005
0,21,37,7537,0,11,0,4,1,14,40,0,ZINC64611069_007
0,37,48,7441,1,13,0,5,0,0,14,1,ZINC54308098_002
0,23,48,7774,2,4,0,0,1,2,46,0,ZINC43110537_004
1,30,38,5975,1,6,0,0,1,13,65,0,ZINC36846843_005
0,35,50,8045,1,11,0,0,0,0,32,0,ZINC44871310_007
0,33,37,6961,1,6,0,0,2,9,31,1,ZINC02486805_007
0,38,48,6828,2,14,0,0,0,11,33,0,ZINC44690219_005
0,60,77,11182,7,21,0,0,1,10,47,0,ZINC00679509_008
0,17,30,6262,1,5,0,0,1,0,30,0,ZINC66119649_004
0,16,51,5731,1,10,0,3,0,0,35,0,ZINC62743708_004
0,25,44,6416,3,10,0,1,0,3,44,0,ZINC45220989_000
0,25,30,7911,0,14,0,0,0,8,16,0,ZINC02443460_001
0,16,51,6247,2,12,0,0,0,0,24,0,ZINC44878315_002
0,28,46,6685,1,10,0,0,0,0,18,0,ZINC45275830_008
0,27,45,7077,1,8,0,3,1,0,31,0,ZINC36828664_005
0,13,43,7112,0,9,0,0,2,0,24,0,ZINC67080916_004
0,27,47,6871,1,8,0,2,0,12,13,0,ZINC50641374_006
0,29,47,8029,1,12,0,0,0,5,44,0,ZINC03446460_001
0,32,69,8392,0,14,0,0,1,0,29,0,ZINC65988585_008
0,19,39,6774,4,7,0,0,0,6,19,0,ZINC36204406_006
0,39,44,7035,3,11,0,0,1,10,27,0,ZINC42499932_004
0,34,60,6292,1,8,0,0,1,21,35,4,ZINC49412776_005
0,12,34,6198,1,8,0,0,1,0,32,0,ZINC37819964_004
0,34,55,7344,0,11,0,17,1,6,68,0,ZINC49254532_007
0,23,52,8473,1,9,0,0,0,28,35,0,ZINC14200485_005
0,24,32,5445,0,8,0,0,0,3,18,0,ZINC36265931_005
0,32,65,8486,2,15,0,0,0,4,42,1,ZINC18054597_000
0,17,40,6346,1,11,0,0,0,0,31,0,ZINC45221201_004
0,15,46,5854,2,10,0,9,0,1,30,0,ZINC50925062_009
0,18,32,5908,1,7,0,0,0,3,39,0,ZINC34316996_001
1,17,36,6927,1,5,0,0,1,0,29,0,ZINC42569117_008
0,27,47,6218,0,8,0,2,0,0,18,0,ZINC49372599_004
0,25,41,5439,2,11,0,0,1,0,42,0,ZINC62094627_002
0,28,40,5704,6,8,0,0,1,2,8,2,ZINC36264076_002
0,41,57,9164,2,15,0,1,0,5,43,0,ZINC28866615_002
0,10,33,5757,1,7,0,0,0,12,25,0,ZINC49284784_007
0,19,36,7022,1,5,0,0,1,7,18,0,ZINC67084071_004
0,25,37,7748,0,6,0,0,1,6,30,0,ZINC40733283_004
0,20,51,7878,2,7,0,1,2,7,23,0,ZINC05855894_000
0,43,63,9270,3,18,0,1,0,6,27,1,ZINC41642221_002
0,26,35,5396,2,5,0,0,1,5,6,0,ZINC05993525_008
0,31,40,7122,2,10,0,0,0,1,10,0,ZINC61629893_008
0,13,36,5251,0,4,0,0,0,0,34,0,ZINC53542701_009
0,18,35,6351,1,5,0,0,1,0,27,0,ZINC62451227_007
0,14,37,6740,0,6,0,0,1,3,16,0,ZINC37999908_008
0,14,37,5619,4,4,0,0,1,1,3,0,ZINC51146528_008
0,32,53,8297,2,14,0,0,0,4,16,0,ZINC13658141_009
0,28,43,6045,2,5,0,0,2,5,26,0,ZINC05586506_000
0,39,61,6447,3,7,0,0,1,4,50,0,ZINC40376815_002
0,40,80,10694,1,23,0,0,0,23,51,0,ZINC09837070_000
0,18,65,6813,1,11,0,0,0,0,41,0,ZINC65691109_007
0,12,32,5996,1,5,0,0,1,0,16,0,ZINC37820001_003
0,17,65,7977,1,11,0,8,0,6,23,1,ZINC53850847_002
0,34,47,6996,1,13,0,0,2,0,15,0,ZINC44785607_004
0,23,54,7766,2,9,0,0,1,12,35,0,ZINC51618607_007
0,15,29,5133,1,9,0,3,0,21,34,0,ZINC61221420_003
0,36,44,7701,1,11,0,3,0,15,57,0,ZINC06552534_009
0,19,39,6494,0,7,0,5,0,0,30,0,ZINC37536952_006
0,16,54,5933,2,10,0,0,0,3,31,0,ZINC37926184_007
0,37,49,7280,6,13,0,0,0,0,28,0,ZINC43410643_009
0,27,46,7059,0,8,0,2,0,11,42,0,ZINC49233425_008
0,11,29,5720,0,4,0,0,0,1,19,0,ZINC37998049_006
0,19,30,8195,1,4,0,1,0,20,48,0,ZINC15828162_006
0,16,29,6172,4,5,0,0,0,3,32,0,ZINC44786221_005
0,14,50,5529,1,6,0,3,0,19,27,0,ZINC62586451_002
0,18,37,6144,1,4,0,0,1,0,21,0,ZINC38091764_007
0,48,59,8817,4,16,0,0,1,5,61,0,ZINC15909493_001
0,34,48,6631,1,10,0,0,0,0,44,0,ZINC49015949_006
0,26,48,7869,1,12,0,0,0,13,27,0,ZINC67466335_004
0,14,58,6916,1,10,0,0,0,0,24,1,ZINC66632712_001
0,17,42,6757,1,5,0,0,1,10,27,0,ZINC12843938_001
0,33,39,7097,0,12,0,0,0,0,23,0,ZINC19724320_005
0,17,42,7154,4,7,0,0,0,3,38,0,ZINC51325962_009
0,12,50,6887,3,11,0,0,0,2,25,0,ZINC50324281_006
0,21,50,8035,1,9,0,0,1,20,49,0,ZINC14650825_000
0,11,49,6521,1,6,0,1,0,10,29,0,ZINC20190699_005
0,18,35,5719,0,7,0,0,0,0,10,0,ZINC36754646_004
0,33,47,6216,1,14,0,0,0,6,24,0,ZINC44868002_000
0,30,54,6708,4,15,0,0,0,8,28,0,ZINC61146702_004
0,29,56,6063,2,13,0,0,1,0,28,0,ZINC46886425_001
0,28,63,10426,1,14,0,0,0,6,45,0,ZINC35592578_004
0,19,34,6510,2,4,0,0,0,3,36,0,ZINC53035609_006
0,29,44,7608,1,10,0,0,3,18,15,0,ZINC66343125_007
0,41,55,7411,2,20,0,0,0,8,53,2,ZINC42406354_003
0,10,43,6691,3,10,0,0,0,1,31,0,ZINC49540709_003
0,29,58,8359,1,6,0,0,1,21,42,0,ZINC66898456_001
0,18,29,6221,1,9,0,1,0,9,30,0,ZINC43412860_000
0,17,51,7171,1,9,0,0,0,10,34,0,ZINC66667898_001
0,21,56,7622,3,6,0,0,2,2,32,0,ZINC64321189_002
0,22,49,7502,2,6,0,0,0,7,19,0,ZINC66860541_000
0,20,37,5602,0,7,0,0,0,3,51,0,ZINC41317994_006
0,22,50,6137,3,9,0,0,0,4,31,0,ZINC44877502_001
0,12,23,5270,3,4,0,0,0,0,15,0,ZINC43425631_006
1,24,37,8275,1,8,0,0,1,1,29,0,ZINC13018850_008
0,29,69,8285,2,9,0,0,0,13,55,0,ZINC13617546_009
0,20,54,7633,0,9,0,0,0,1,8,0,ZINC19866771_004
0,21,53,7273,0,7,0,0,0,0,37,0,ZINC63837731_009
0,63,96,10549,3,17,0,0,0,25,50,2,ZINC14660703_005
0,34,45,8715,1,13,0,0,1,10,45,0,ZINC12975826_008
0,43,48,6736,1,9,0,11,0,22,27,2,ZINC54189799_002
0,26,47,6419,5,14,0,0,0,0,15,3,ZINC37820854_007
0,13,44,6492,0,11,0,0,1,0,31,0,ZINC67162908_007
0,30,41,6893,1,6,0,6,1,6,19,0,ZINC62893164_002
0,23,45,5773,0,9,0,4,0,3,34,0,ZINC52600601_009
0,24,49,6192,1,9,0,0,1,9,35,0,ZINC20041721_006
0,32,59,9959,3,21,0,0,0,6,39,1,ZINC23358026_001
0,27,43,7821,3,12,0,0,0,0,17,0,ZINC64010005_000
0,39,48,7787,3,11,0,0,0,7,44,0,ZINC64724649_008
0,14,50,9517,1,9,0,0,0,8,46,0,ZINC43553745_002
0,19,52,6673,3,9,0,0,0,9,10,0,ZINC40338404_006
1,19,34,6886,1,6,0,0,1,0,28,0,ZINC42569117_007
1,21,47,6885,2,5,0,0,1,1,58,0,ZINC49094423_006
0,25,49,7340,4,11,0,3,0,7,31,0,ZINC09359317_003
0,13,44,7521,1,8,0,0,0,6,33,1,ZINC67482494_001
0,36,62,8724,4,13,0,5,0,14,39,0,ZINC41334116_002
0,21,46,6238,1,9,0,0,0,3,36,0,ZINC58004772_009
0,24,58,7257,1,9,0,4,0,10,44,0,ZINC44509053_001
0,16,42,6689,1,8,0,0,1,0,30,0,ZINC42946688_004
0,38,65,10322,2,19,0,0,0,4,44,3,ZINC27997196_006
0,22,57,7938,3,9,0,0,0,7,32,0,ZINC08845680_009
0,21,47,6732,1,10,0,14,1,0,17,2,ZINC49571550_004
0,39,75,7607,3,12,0,0,2,23,41,1,ZINC29811234_007
0,13,42,7119,2,8,0,0,0,3,36,0,ZINC17055269_007
0,11,26,5647,3,4,0,0,0,3,36,0,ZINC63919322_000
0,22,37,6035,3,10,0,0,1,0,11,0,ZINC49332670_007
0,21,42,5410,1,6,0,15,1,0,13,1,ZINC44502385_003
0,25,55,8821,1,12,0,0,0,19,51,0,ZINC14004650_004
0,31,56,7175,0,8,0,0,0,0,32,1,ZINC63257625_007
0,29,46,7082,2,9,0,0,0,1,31,2,ZINC36536358_009
0,48,81,10081,3,9,0,0,0,25,32,0,ZINC06446451_000
0,17,36,6354,2,7,0,0,0,3,25,0,ZINC52760134_002
0,10,38,5841,1,6,0,0,0,0,22,0,ZINC49114514_005
0,30,61,6383,0,12,0,3,1,19,38,0,ZINC37998049_001
0,15,43,7307,1,2,0,4,1,9,29,0,ZINC16260566_009
0,29,40,6659,1,4,0,18,2,0,53,0,ZINC45475692_006
0,28,44,5777,2,8,0,1,3,0,12,1,ZINC45121846_002
0,28,55,7141,0,14,0,0,0,2,33,0,ZINC00538666_001
0,17,30,5791,0,3,0,16,1,6,26,0,ZINC42170742_005
0,23,47,6485,1,14,0,0,1,1,20,1,ZINC42221760_008
0,24,47,6195,1,10,0,0,0,6,22,0,ZINC63114667_004
0,10,52,7585,1,7,0,0,1,0,26,0,ZINC66187591_001
0,35,63,6731,2,9,0,3,0,0,20,0,ZINC59034816_000
0,56,69,11025,0,10,0,0,0,21,44,0,ZINC26402557_009
0,26,39,4767,1,11,0,3,0,0,16,0,ZINC37971072_008
0,22,41,7916,3,6,0,0,0,15,34,1,ZINC16809765_001
0,15,38,7073,2,7,0,0,0,15,28,0,ZINC12503682_005
0,12,37,5576,0,7,0,5,0,2,33,0,ZINC67173117_007
0,11,36,5856,2,9,0,0,0,0,44,0,ZINC07602832_009
0,6,28,4807,0,6,0,0,0,0,40,0,ZINC41302334_009
0,36,60,6843,1,14,0,0,1,5,48,1,ZINC47099675_009
0,30,56,9312,1,12,0,0,0,15,33,1,ZINC02283240_004
0,27,56,5769,3,12,0,0,0,2,25,0,ZINC06826707_008
0,28,55,7337,0,9,0,18,1,12,52,0,ZINC54522683_001
0,14,52,7127,3,6,0,0,1,12,32,0,ZINC04522832_007
0,18,41,6371,1,15,0,0,0,4,40,0,ZINC44926510_006
0,38,51,7083,4,9,0,0,0,6,17,0,ZINC51700626_005
0,51,64,10046,5,13,0,0,1,7,39,1,ZINC36498352_000
0,16,34,5920,0,9,0,0,0,7,29,0,ZINC06016330_009
0,30,46,6425,1,15,0,0,0,7,31,0,ZINC31023061_000
0,40,70,9654,2,18,0,0,0,9,50,0,ZINC09079732_008
0,16,39,6423,2,11,0,0,0,5,38,0,ZINC43437240_009
0,38,62,7298,0,8,0,6,1,20,62,0,ZINC62898407_005
1,27,48,8668,2,7,0,0,1,32,37,0,ZINC14157849_009
0,32,59,6633,1,9,0,7,0,26,30,1,ZINC54189799_009
0,22,44,7225,1,7,0,0,0,7,33,0,ZINC30614913_007
1,25,53,6804,1,11,0,0,2,10,28,0,ZINC19912222_004
0,26,72,9501,0,16,0,0,0,2,49,0,ZINC10611024_008
0,41,55,7002,1,12,0,0,0,13,46,0,ZINC54105716_004
0,26,48,6276,3,11,0,0,1,9,43,1,ZINC44848991_000
0,17,35,6383,2,6,0,0,0,6,47,0,ZINC37781666_006
0,26,42,7250,1,11,0,0,0,18,35,0,ZINC50557364_007
0,26,40,5424,2,6,0,0,1,20,11,0,ZINC61685173_004
0,31,39,7099,3,6,0,0,1,5,26,0,CHEMBL127469_003
0,24,48,6345,1,7,0,0,1,0,21,0,ZINC36678092_003
0,19,57,7420,1,5,0,0,0,3,34,0,ZINC40173949_008
0,29,40,6473,2,13,0,0,1,0,15,0,ZINC37626188_007
0,27,56,6540,3,12,0,0,1,0,46,1,ZINC03652343_008
0,32,61,6994,2,17,0,0,0,17,33,0,ZINC58001872_002
0,21,45,7110,1,7,0,0,1,8,17,1,ZINC11873429_002
0,41,54,7335,2,14,0,0,0,32,51,0,ZINC61768890_003
0,19,59,6981,4,7,0,0,1,6,33,0,ZINC44420311_005
0,58,74,9027,1,15,0,0,2,1,59,0,ZINC13621188_006
0,24,63,9641,1,11,0,0,1,4,63,0,ZINC31393684_002
0,19,47,6952,1,8,0,4,0,8,41,0,ZINC45651948_007
0,34,55,6359,1,13,0,5,1,11,18,0,ZINC38041033_008
1,23,52,5747,3,9,0,0,1,9,24,0,ZINC35606823_000
0,16,55,7671,1,8,0,0,0,22,34,0,ZINC60400386_003
0,36,60,8812,1,16,0,0,0,2,53,0,ZINC20556013_007
0,47,54,7354,3,14,0,0,0,30,65,0,ZINC62178520_007
1,15,36,6288,0,6,0,0,1,2,21,0,ZINC40338436_009
0,30,50,6306,1,3,0,0,1,21,57,0,ZINC20041721_002
0,26,34,7622,5,6,0,0,1,2,30,0,ZINC09366685_004
0,30,26,6187,4,6,0,5,1,0,11,0,ZINC50440031_009
0,16,60,7567,3,9,0,0,0,19,57,3,ZINC55992233_004
0,27,48,6926,1,11,0,0,0,4,32,0,ZINC45154609_004
0,29,53,7302,0,9,0,0,0,27,38,0,ZINC67195385_009
0,40,54,8400,3,16,0,0,0,11,45,2,ZINC14653542_009
0,22,53,7645,0,11,0,0,0,5,25,0,ZINC67037553_004
0,26,70,9034,1,11,0,0,1,14,60,0,ZINC46543507_006
0,27,39,7682,1,15,0,0,1,9,24,0,ZINC65629648_004
0,25,46,6359,2,13,0,2,0,0,26,1,ZINC62595993_002
0,45,60,8120,1,16,0,0,0,4,38,1,ZINC61431328_009
0,21,46,7181,3,7,0,0,1,0,44,0,ZINC54420396_001
0,25,48,6238,3,8,0,0,0,2,12,0,ZINC51122036_004
0,19,42,5542,2,5,0,0,0,0,42,1,ZINC62398676_001
0,17,48,6720,1,10,0,0,1,0,24,0,ZINC66632711_001
0,18,25,5485,2,3,0,1,1,0,6,0,ZINC40631996_009
1,17,56,6659,1,8,0,2,1,20,43,0,ZINC37258923_006
0,18,38,6003,2,9,0,0,0,0,17,0,ZINC63103849_003
0,25,50,6608,1,6,0,0,1,27,49,0,ZINC42802415_005
0,27,47,5920,2,9,0,0,1,0,8,0,ZINC64082862_001
0,29,53,6809,1,20,0,0,0,2,29,0,ZINC48784387_002
0,22,40,5468,2,9,0,0,0,7,16,0,ZINC50851700_004
0,24,41,6839,3,6,0,0,1,9,28,0,ZINC43411077_004
0,29,49,6404,1,15,0,3,1,0,27,0,ZINC49228005_000
0,24,56,7334,3,13,0,0,1,0,16,0,ZINC64630096_008
0,25,43,7173,0,12,0,1,0,0,22,0,ZINC65074772_007
0,23,45,6771,0,7,0,0,0,6,17,0,ZINC28907277_004
0,25,67,9673,1,14,0,0,0,11,26,0,ZINC27574538_000
0,37,64,10099,1,13,0,0,1,5,57,0,ZINC09705786_005
0,25,50,7548,2,8,0,0,1,2,47,0,ZINC56127821_008
0,21,41,5457,0,11,0,0,1,0,17,0,ZINC67004947_004
0,18,31,6580,1,9,0,0,0,5,10,1,ZINC40338404_003
0,22,53,8985,2,5,0,0,0,10,53,1,ZINC58791571_000
0,40,59,9772,2,17,0,0,0,19,31,2,ZINC22765265_009
0,40,69,10159,3,13,0,9,0,28,37,4,CHEMBL338076_008
0,13,39,5752,1,7,0,6,0,9,40,0,ZINC42006944_003
0,26,53,9339,2,8,0,0,0,3,31,0,ZINC20973458_003
0,13,55,5213,2,6,0,4,0,0,26,0,ZINC45318000_007
0,34,67,7499,4,11,0,0,0,7,52,0,ZINC36335693_008
0,20,57,6645,3,14,0,0,0,0,25,1,ZINC49801222_008
0,23,48,5342,0,6,0,0,2,12,37,0,ZINC53589786_002
0,54,72,8119,2,11,0,0,0,6,54,0,ZINC65134958_001
0,35,37,6216,4,14,0,0,0,0,26,0,ZINC09970411_007
0,22,52,7527,1,8,0,0,1,0,24,0,ZINC30424553_008
0,38,50,6401,1,10,0,0,1,0,40,0,ZINC53733243_007
0,35,63,8710,2,11,0,0,1,3,50,0,ZINC67189984_005
0,41,63,7475,2,11,0,14,0,4,35,3,ZINC62010919_001
0,13,37,5516,1,4,0,0,1,0,38,0,ZINC36846843_008
0,18,41,7073,1,6,0,0,0,12,33,0,ZINC36936246_005
0,17,37,5903,0,5,0,0,0,16,10,0,ZINC44610633_004
0,11,38,6360,2,8,0,0,0,1,22,0,ZINC43408891_001
0,18,53,7152,2,9,0,0,2,0,18,0,ZINC65952379_001
0,24,37,5820,2,8,0,0,0,14,24,0,ZINC36681356_002
1,21,49,8352,1,5,0,0,2,25,40,0,ZINC13618500_000
0,33,41,6947,4,8,0,3,0,22,57,1,ZINC41807854_009
2,43,61,8542,0,10,0,0,3,13,26,0,ZINC40682109_007
0,28,53,6463,0,8,0,1,1,6,30,1,ZINC37207218_001
0,42,48,7913,1,16,0,4,1,0,27,0,ZINC66177876_000
0,15,35,6052,2,7,0,0,2,0,18,0,ZINC49176946_006
0,22,47,6494,0,5,0,10,1,3,23,0,ZINC35097154_005
0,26,41,6239,1,10,0,0,1,0,14,1,ZINC66120387_005
0,29,50,7312,1,8,0,0,0,7,14,1,ZINC41548529_008
0,11,43,6336,0,6,0,18,1,0,36,0,ZINC50197064_002
0,40,58,8809,0,9,0,0,0,6,32,4,ZINC59890923_006
1,16,33,5519,1,2,0,0,1,17,10,0,ZINC40516910_009
0,9,29,6613,1,6,0,0,0,2,21,0,ZINC44991075_008
1,40,52,6883,1,12,0,3,1,2,33,0,ZINC35353566_002
1,23,58,8168,0,12,0,0,2,0,40,1,ZINC67272178_009
0,19,42,6447,1,3,0,2,0,9,30,0,ZINC20176063_002
0,23,46,7108,0,11,0,0,1,8,57,0,ZINC37615201_002
0,26,59,7901,0,12,0,0,1,13,33,0,ZINC14012730_004
0,18,54,6284,3,11,0,0,1,9,48,1,ZINC44848991_007
0,22,41,6695,0,8,0,0,0,1,31,0,ZINC49467714_009
0,23,48,5680,1,10,0,0,0,0,46,0,ZINC45769817_007
0,25,53,7245,3,14,0,0,1,0,37,3,ZINC63654142_001
0,26,42,7653,1,13,0,0,0,7,28,0,ZINC46572693_006
0,22,33,7035,0,10,0,0,0,4,42,0,ZINC21297171_005
0,35,45,7084,0,6,0,5,0,0,35,0,ZINC48836062_009
0,26,60,8263,0,11,0,0,0,2,26,0,ZINC39067957_009
0,27,40,6330,2,13,0,17,1,0,25,0,ZINC49227774_004
1,19,46,6904,1,11,0,0,1,0,19,0,ZINC66561331_003
0,24,30,6409,2,13,0,0,0,6,32,1,ZINC44559332_007
0,48,58,9356,1,15,0,2,1,3,41,0,ZINC20566749_003
0,31,49,7326,1,13,0,0,0,17,37,0,ZINC06884493_000
0,31,52,5742,2,13,0,3,0,3,14,0,ZINC36994144_003
0,20,42,8029,2,8,0,0,2,12,36,0,ZINC15356871_005
0,28,44,6943,1,8,0,1,0,5,45,1,ZINC50393294_005
0,25,48,7943,5,8,0,0,0,21,29,0,ZINC43734921_005
0,10,37,5429,1,8,0,1,0,0,5,0,ZINC62814860_001
0,20,30,6039,0,6,0,0,0,0,9,0,ZINC42709424_003
0,17,40,6594,1,9,0,0,1,0,16,0,ZINC43427731_001
